doc_id,text_ocr
corpus-test-211,"FDA U.S. Department of Health and Human Services U.S. FOOD & DRUG A to Z index | Folow FOA | ExEspaial ADMINISTRATION Search FDA α Home Food Drues Medical Devices Radation-Emiting Products Vaccines, Blood & BiologicsArimal & Veterinary Cosmefics Tabacco Products Drugs Home > Drugs > Science & Research (Dnugs) Science & Research (Drugs) FDA's MyStudies Application (App) Regulatory Science at CDER f OHRE TWEET in LUINKEDI PN IT ENAL PRINT Resrarch Tiols and Resources researchers and developers to customize and use the FDA's newly created MyStudles app. The FDA MyStudies The U.S. Food and Drug Administration (FDA) is posting computer code and a technical roadmap thalt will allow Partnerships and Consortia Scientific Public Private App is designed to faciitate the input of real worid data dire"
corpus-test-212,Data Source - Issues FDA Issue were identified by reviewing label and approval letter Issues were recorded as stated in the label text A second reviewer independently reviewed the abstracted individual safety issues Enumerated the number of issues incorporated into: - Each relevant section of the label - Issues per labeling update Source: Pinnow et al. Clin Pharmacol Ther 2017 Dec 20 doi: 10.1002/cpt.994 [Epub ahead of print]
corpus-test-213,"FDA FDA My Studies Mobile App FDA Standard frameworks - ResearchKit STUDIES (iOS), ResearchStack (Android) Gateway capability Welcome! Web-based configuration portal Secure Storage Environment - FISMA complaint Partitioned for distributed research Responses can be downloaded in broadly compatible formats (e.g., Get Started for use in SAS, Excel, etc.) New User? Sign in"
corpus-test-214,"FDA Signal Detection Approaches Available in Sentinel Pre-Specified Panel of Select Outcomes Prospective sequential surveillance tool (Level 3) One Product, All Outcomes TreeScan One Outcome, All Products DrugScan All Products, All Outcomes No existing tool in Sentinel"
corpus-test-215,FD Proposed Sentinel Signal Identification Process Integrated Safety Summary Clinical Trial Data Prescribing Information Signal identification led by Select 1 product Divisions of Pharmacovigilance Choose study design(s) or tool and Sentinel Program Team Conduct analysis Review and classify statistical alerts Follow up investigations to be conducted by Divisions of Integrate results with other sources of Epidemiology information Identify Outcome for Further Evaluation (if any)
corpus-test-217,"F FDA's Sentinel Initiative - News and Events f SHARE TWEET in LINKEDIN PIN IT EMAL PRINT FDA is committed to an open public process that will enable information to be disseminated and stakeholder contributions to be gathered as it explores the scientific, technical, and policy issues that will affect the Sentinel System's development. Sign up for E-mail Updates Upcoming Events Eleventh Annual Sentinel Initiative Public Workshop The Sentinel Initiative was launched in response to the Food and Drug Administration Amendments Act of 2007 (FDAAA) and is comprised of several components including the Sentinel System@, the Active Risk Identification and Analysis, the Biologics Effectiveness and Safety System (BEST IDIQ #1, BEST IDIQ #2) and FDA Catalyst@. The Food and Drug Administration (FDA) is"
corpus-test-218,"FD Sentinel Annual Meeting | Day 1 DAY 1 | Sentinel Initiative Public Workshop, April 3, 2019 Registration: Open to everyone. Please register through this Duke Margolis link@. Location: Hyatt Regency Bethesda 1 Bethesda Metro Center Bethesda, MD 20814 Agenda and Details: Day 1 will be convened by the Robert J. Margolis, MD, Center for Health Policy at Duke University under a cooperative agreement with FDA. The workshop will feature updates on how the Sentinel Initiative is being used by FDA as a core safety surveillance program from leaders at FDA and from investigators within the Sentinel Initiative. Discussion will also highlight strategic initiatives and potential future directions for continued improvements to the distributed data infrastructure. There will be opportunities throughout "
corpus-test-219,"FDA Sentinel Annual Meeting | Day 2 DAY 2 | Sentinel System Analysis Tools Training: Hands-On Workshop, April 4, 2019 Registration: Open to everyone. Please register through this Day 2& link. Location: FDA White Oak Campus 10903 New Hampshire Avenue Building 31, Room 1503 A (the Great Room) Silver Spring, MD 20993 Agenda and Details: Day 2 will be the third public training sponsored by FDA and the Sentinel Operations Center targeting researchers who have prior experience executing epidemiologic analyses with claims data using SAS statistical packages and programming. Registrants are expected to have either attended the prior Sentinel Public Training Events held in July 2017 (Part 1)@ and February 2018 (Part 2) or viewed the recorded contents online prior to attending. This workshop will bu"
corpus-test-220,FDA U.S. FOOD & DRUG ADMINISTRATION Risk Evaluation and Mitigation Strategies
corpus-test-221,"FDA Development of a Shared System REMS This draft guidance is meant to enhance clarity and transparency of the development process Development of a for shared system REMS, specifically it: Shared System REMS - Provides recommendations for industry on the Guidance for Industry development of a shared system REMS for multiple prescription drug products, including DRAFT GUIDANCE biological products Provides information about the benefits of shared ot should be ual Fulars Lane. Rms. 2be1, Bodkysh 1610 system REMS doclkrt sanber luted in the notice of arall aputbledes is Dhe Falieral R For guestions segauding this diafh Servellance and Epidessology. at 301-796-516) or (CBER) Offce of Comemmicatien ontact (CDER, Labea Mienchast. Office of Describes situations in which a shared system is Outeach"
corpus-test-222,"Waivers of the Single, Shared System REMs FDA Requirement This guidance is meant to provide clarity to help alleviate the delays in ANDA approvals Waivers of the Single, that can be caused by prolonged negotiations Shared System REMS over the development of a single, shared Requirement system REMS, specifically it: Guidance for Industry — describes the factors FDA will consider in evaluating a request for a waiver of the single, shared system requirement DRAFT GUIDANCE This gaidance documrnt is being dintrtbuted for commrnt purposes oaly provides recommendations to ANDA applicants 5630 regarding the submission and content of waiver requests For questions regarding ths dadt docunrnst, coetact the Cester for Deag Exslsation and (CBER, 800-835-4709 or 240-402-4000 Reseaech (CDEX) at 36s-796-2"
corpus-test-223,"Results FDA 278 NMEs approved between October 1, 2002 and December 31, 2014. 1 safety withdrawal 195 (70.1%) with ≥ 1 safety outcome 83 (29.9%) no safety related label change or withdrawal RESULTS"
corpus-test-224,FDA issued its report on the use of accredited CE as a PD method to implement HCP education under a REMS Part of the REMS Integration Initiative FDA looked at the feasibility of using Continuing Education for REMS and Continuing individual REMS Education for Report concluded that CE can be Health Care Providers a useful too to implement HCP education: — Will likely require FDA to provide a FDA Feasibility Report blueprint which serves as the basis for the content of the education - More practically implemented in the postapproval setting
corpus-test-225,"FDA REMS Resources Portal FDA Launched in 2018 in response to stakeholder requests for easier access and to improve their understanding of REMS U.S. FOOD & DRUG ADMINISTRATION New REMS Webpages Launched Today the U.S. Food and Drug Administration (FDA) is launching a new sct of web pages that aims to provide a one-stop source for general information about Risk Evaluation and Mitigation Strategy (REMS) programs. These webpages organize general REMS information according to audience (i.e., patients, heaith care professionals and industry) and most pages are presented in a short question and answer format. In 2007, the Food, Drug Administration Amendments Act gave FDA the authority to require a REMS when FDA determines i is necessary to ensure the benefits of the drug outweigh the risks. Over"
corpus-test-226,"Navigating Within the Portal F ""Landing page"" ""Navigation Ba Risk Evaluation and Mitigation Drugs Strategies (REMS) Risk Evaluation and Mitigation Strategies (REMS) What's in a REMS? Frequently Asked Questions (FAQs) about REMS infuruung andior supparting the axacution of the safle uise corditions describad in the madir atior's RigMs are desiqred to help reduce the occumence andior severity of certiain serious risks, by FOul-approvied presicriding information. Roles of Different Participants in oEsuts ane nat designed to mntgate at the adverse evenits of a medication, these ane communic aled to heath (ane REMS anaging a specifc serious nsx by inforning. educating andior resforcing actons to reduce the tequency andior nion, Rathver sirsuts facus on previeting, momloring andioe severify of t"
corpus-test-227,FDA U.S. FOOD & DRUG ADMINISTRATION Medication Error Prevention Program
corpus-test-228,"Contents of a Complete Submission for Threshold Analyses FD and Human Factors Submissions Draft issued in September Contents of a Complete 2018 Submission for Threshold Describes to industry and Analyses and Human Factors Submissions to Drug FDA staff the contents of and Biologic Applications and submission procedures Guidance for Industry and FDA Staff for threshold analyses and DRAFT GUIDANCE human factors submissions that will support efficient an m 10 Rodyie, MD For questions regarding ths dat docammst, contact Qendh Nhe Niparyemn, 368-796- 6273, or Agency review, and (CBER) Ctice of Commmanication, Outeach and Develapmmt, 806-435-4709 or 240-400-8010 U. Departanent of Hieadth and Haauan Services presents timelines for FDA's Center for Drug Evalnation and Rarsearch (CIEX) Food and Drng"
corpus-test-230,FDA U.S. FOOD & DRUG ADMINISTRATION Prescription Opioid Abuse
corpus-test-231,"Annual Surveillance Report of Drug-Related Risks and Outcomes | United States CDC National Center for Injury Prevention and Control | 2018 Trends in Drug Overdose Deaths FIGURE 2A Age-adjusted rates' of drug overdose deaths* and drug overdose deaths involving any opioid' for all intents and for unintentional intent by year — United States, 1999-2016 25.0 Drug overdose deaths (of all intents) Rate per 100,000 population 20.0 Unintentional drug overdose deaths 15.0 Drug overdose deaths involving any opioid (of all intents) 10.0 Unintentional drug overdose deaths involving any opioid 5.0 a.o 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 Year"
corpus-test-232,Opioids FDA Another busy year! Seven of nine Drug Safety and Risk Management Advisory Committee meetings 2018 concerned opioids Increasing public health focus
corpus-test-233,"FDA Opioids REMS U.S. FOOD & DRUG P News & Events FDA Niews Release FDA takes important steps to encourage appropriate and rational prescribing of opioids through final approval of new safety measures governing the use of immediate-release opioid analgesic medications Todlay'? U.S. FOOD & DRUG Release Seplember 18, 20n8 Opioid Analgesic Risk Evaluation and Mitigation"
corpus-test-234,Results D Total: 278 Drugs Drugs Label Updates Safety Issues 278 703 2505 Total (Any of the 5 sections of the label) 25 28 51 Boxed Warnings Warnings 165 388 842 & Precautions 71 92 123 Contraindications 160 441 1635 Adverse Reactions Drug Interactions 47 78 108 Source: Pinnow et al. Clin Pharmacol Ther 2017 Dec 20 doi: 10.1002/cpt.994 [Epub ahead of print]
corpus-test-235,FDA U.S. FOOD & DRUG ADMINISTRATION
corpus-test-236,"Hierarchical presentation of time to drug label updates for NMEs by section of the label updated as of December 31, 2015 13 Boxed Warnings 12 Warnings and Precautions Contraindications 11 Adverse Reactions 10 Drug Interactions 9 No label changes 8 Length of follow-up 7 6 5 4 3 2 1 oo (D00 @0 oo o o 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 Year of approval (CY) Source: Pinnow et al. Clin Pharmacol Ther 2017 Dec 20 doi: 10.1002/cpt.994 [Epub ahead of print]"
corpus-test-237,Average number of label updates per year of follow-up Mean Median 4 Number of label updates per year UoDer IOR Lower IQR 3 Range (Low-High) 2 4 • • X 4 • 4 * + . X 0 1 2 3 4 5 6 7 8 9 10 11 12 13 Follow-up period (in years) Range 0-2 0-4 0-3 0-3 0-4 0-3 0-2 0-4 0-3 0-2 0-2 0-2 221 190 131 109 0-1 n 278 248 166 147 93 76 57 27 6 Sr: Pinnw t a. Clin Pharol Ther 2017 Dec 20 doi: 10.102/cpt.994[Epub aheadof int]
corpus-test-238,"Average number of issues per year of follow-up 60 50 Mean 40 Median 30 Upper IQR Lower IQR 20 Range (Low-High) Number of issues per year 10 2 37 . 2 + * * , 1 4 4 + 4 4 0 P 1 2 3 4 5 6 7 8 9 10 11 12 13 Follow-up period (in years) Range 0-2 0-4 0-3 0-3 0-4 0-3 0-2 0-4 0-3 0-2 0-2 0-2 0-1 n 278 248 221 190 166 147 131 109 93 76 57 27 6 Dec 20 doi: 10.1oo2/cpt.994 [Epub ahead of print]"
corpus-test-239,FDA U.S. FOOD & DRUG ADMINISTRATION Adverse Event Data
corpus-test-240,"FDA Adverse Event Reporting System (FAERS) Reports received by Report Type 2,000,000 Direct Expedited 1,500,000 Non-Expedited 1,203,989 1,074,593 Report Count 933,110 1,000.000 782,098 672,494 490,043 500.000 θ 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 P *2018 data through 20 November 2018"
corpus-test-241,"FDA U.S. FOOD & DRUG ADMINISTRATION Enhanced Drug Distribution Security in 2023 − Under the Drug Supply Chain Security Act (DSCSA) Abha Kundi, JD, MPH Office of Drug Security, Integrity, and Response Regulatory Counsel Office of Compliance CDER | US FDA Connie Jung, RPh, PhD CDER SBIA Webinar - October 5, 2021 Senior Advisor for Policy"
corpus-test-242,"FDA Learning Objectives Discuss enhanced drug distribution security requirements that go into effect in 2023 under the Drug Supply Chain Security Act (DSCSA) Explain how enhanced drug distribution security will help protect patients from exposure to drugs that may be counterfeit, stolen, contaminated, or otherwise harmful Summarize updates on implementation of supply chain security requirements under the DSCSA www.fda.gov"
corpus-test-243,"FDA Products Transactions What's covered: Involve transfers of product where a change of ownership occurs Prescription drug in finished dosage form for administration to a patient without further Excludes: manufacturing (such as capsules, tablets, Intracompany distributions lyophilized products before reconstitution) - Distribution among hospitals under common control Public health emergencies What's not covered: Dispensed pursuant to a prescription - Product sample distribution Blood or blood components Blood and blood components for transfusion Minimal quantities by a licensed pharmacy to a licensed intended for transfusion practitioner Radioactive drugs or biologics Certain activities by charitable organizations Imaging drugs Distributions pursuant to a merger or sale Certain IV product"
corpus-test-244,"Product Tracing Information FDA Transaction Information (TI): Transaction Statement (TS): A statement, in paper or Proprietary or established name or names of the electronic form, that the-- product; Entity transferring ownership in a transaction is Strength and dosage form of the product; authorized as required under DSCSA; National Drug Code number of the product; Received the product from a person that is Container size; authorized as required under DSCSA; Number of containers; Received transaction information and a Lot number of the product; transaction statement from the prior owner of the Date of the transaction; product, as required under the law; Date of the shipment, if more than 24 hours after Did not knowingly ship a suspect or illegitimate the date of the transaction; and produ"
corpus-test-245,FD DSCSA Implementation 2015 2018+ 2023 2023+ Authorized Product Enhanced Drug Enhanced Trading Identifier Distribution System Partner Verification Security Product (package- Requirements Tracing level) Verification www fda gov
corpus-test-246,DSCSA Implementation P 2015 2015 2015 Authorized Trading Product Tracing Verification Partners Manufacturers and Lot-level Quarantine and investigate Repackagers: valid registration Provide and receive suspect product with FDA transaction documentation Investigation illegitimate WDDs & 3PLs: valid State or with each sale product Federal license and compliance Respond to request for Notify FDA and trading with reporting requirements information partners of illegitimate Store records product Dispensers: valid State license Paper and electronic Response to verification formats requests Store records fda dOv
corpus-test-247,"DSCSA Implementation 2018 2018+ Product Identification Verification (Serialization) Serialized product can be verified Manufacturers & repackagers down to the package level using the encode product identifiers on product identifier prescription drug packages on the Saleable returns smallest individual saleable unit Compliance policies issued that provide additional time Product Identifier: National Drug Code (NDC), Serial Number, Lot, Expiration Date)"
corpus-test-248,"DSCSA Implementation 2023 2023 & Beyond Enhanced Drug Distribution Enhanced System Security Requirements Enhanced drug All electronic distribution security Enhanced product tracing at Across the pharmaceutical the package level (i.e., includes supply chain product identifier) Improved inspections and Enhanced verification investigations Improved data analytics Continued compliance and enforcement"
corpus-test-249,Challenge Question #1 FDA Key supply chain security requirements under DSCSA include which of the following? A. Product Tracing 3. Verification Product Identifier . Authorized Trading Partner All of the above
corpus-test-251,"2023 Enhanced Drug Distribution Security FDA Effective 11/27/2023 Section 582(g) Enhanced Drug Distribution Security - (1) In general.--On the date that is 10 years after the date of enactment of the (D) The systems and processes necessary to promptly respond with the Drug Supply Chain Security Act, the following interoperable, electronic tracing of transaction information and transaction statement for a product upon a product at the package level requirements shall go into effect: request by the Secretary (or other appropriate Federal or State official) in the event of a recall or for the purposes of investigating a suspect (A) The transaction information and the transaction statements as product or an illegitimate product shall be required. required under this section shall be exchanged "
corpus-test-252,"FDA System Attributes Transaction Information (TI) and Transaction Statement (TS) will be exchanged in a secure, interoperable, electronic manner... TI will include the product identifier at the package level for each package included in the transaction. Systems and processes for verification of product at the package level, including the standardized numerical identifier...which may include the use of aggregation and inference as necessary. Systems and processes necessary to promptly respond with the TI and TS for a product upon a request by FDA (or other appropriate Federal or State official) in the event of a recall or for investigating a suspect product or an illegitimate product Systems and processes necessary to promptly facilitate gathering the information necessary to produce the T"
corpus-test-253,FDA Pharmaceutical Supply Chain Medical Product Companert Finished Finished Components Distributor Manufacturer Product Product (Hospitals and Suppier or Distributor Pharmacles) Patierts Manutacturer (Primary and Secondary) Maintaining integrity from manufacturer to patient(s) Who touches the product? Where are the vulnerabilities? What are the threats? Protect the product Protect the patient w.fda.gov
corpus-test-254,FDA Aggregation and Inference Aggregation is the process of building a relationship between unique identifiers assigned to packaging containers. Packages (bottles) Case Pallet 5 5 S 5 Inference involves examining information for a higher level of packaging to infer information about the next level of packaging and its contents.
corpus-test-256,"Enhanced Product Tracing: FDA Exchange of Transaction Information & Statement Selling Purchasing Trading Trading TH Sunsets Partner TI and TS Partner Beginning 11/27/2023 - Exchange of transaction information and transaction statements must be in a secure, interoperable, electronic manner Additional requirement to promptly facilitate the gathering of information necessary to produce the transaction information for each transaction going back to the manufacturer"
corpus-test-257,Product Identifier (Serialization) FDA − Manufacturers/Repackagers (November 2018) Encode product identifiers on prescription drug packages Determine smallest individual saleable unit Verification requirements changes once products are serialized with product identifier Product Identifier NDC:XXXX-XXXX-XX National Drug Code (NDC) SERIAL: XXXXXXXX LOT: XXXXXXX Serial Number EXP: YYYY-MM-DD Lot Number E Expiration Date Human and machine readable formats Machine readable barcodes: - 2D data matrix for packages - Linear or 2D data matrix for homogenous cases
corpus-test-258,"FDA Packages Without Product Identifiers Excluded Not all prescription drugs are required to have a product Products identifier and are excluded. Grandfathered Some products will be in the supply chain before the product identifier requirement took effect. Waiver, Some products were granted a waiver, exception or Exception or exemption from the product identifier requirement. Exemption If you are unsure whether a product should have a product identifier, verify with the manufacturer or repackager."
corpus-test-259,"Enhanced Product Tracing: DA Serialized Transaction Information Beginning 11/27/2023, the exchange of transaction information (TI) shall include the product identifier at the package level. November 2023+ Pre-November 2023 Transaction Information: Transaction Information: Proprietary or established name or names of the Proprietary /or established name or names of the product product Strength and dosage form of the product Strength and dosage form of the product National Drug Code number of the product National Drug Code number of the product Container size Container size Number containers Number of containers Lot number of the product Lot number of f the product Date of the transaction Date of the transaction Date of the shipment, it more than 24 hours after Date of the shipment, if more t"
corpus-test-260,Enhanced Product Tracing: FDA Reconciliation of Data and Product Selling Trading Partner Read product identifier (barcode) on the outbound package(s) or homogenous case(s) to fulfill an order Capture this data for the product tracing information (TI/TS) to be Manuachurer Wholetaber Distributior Phamacy or Hospital sent to the purchasing trading partner (Pemary) Provide data (TI/TS) and product(s) to purchasing trading partner TI and TS Purchasing Trading Partner Receive data (TI/TS) and product(s) from selling trading partner or 7 Read product identifier (barcode) on the inbound package(s) or homogenous case(s) received in an order Capture this data and reconcile with associated product tracing information (TI/TS) received from the selling trading partner
corpus-test-261,"Enhanced Product t Tracing: FDA Handling Aggregation Errors & Other Discrepancies Product tracing information should be true, accurate, and complete. There may be a clerical error or discrepancy in product tracing information that may not be indicative of a suspect product. If a trading partner purchases product and identifies a potential clerical error or other discrepancy in product tracing information it received, that trading partner should resolve the error or discrepancy. Immediately contact the trading partner that provided product tracing information > Do not sell product until the error or discrepancy has been resolved If the error or discrepancy cannot be resolved and the product is determined to be a suspect or illegitimate product, follow steps for verification if applicable (e"
corpus-test-262,FDA Examples: Aggregation Errors Missing product: Product tracing information reflects 10 bottles of product and purchasing trading partner only received 9 bottles Extra product: Product tracing information reflects 10 bottles of product and purchasing trading partner received 12 bottles Duplicate data: Product tracing information contains the same product listed twice (This should not be confused with duplicate serial numbers listed for two packages of a product; this scenario should be considered as suspect.) Missing data: Product identifier for the homogeneous case is missing so there is no other identifier to associate with product identifiers of the packages of product physically received within the case
corpus-test-264,"Threats to the Pharmaceutical FDA Supply Chain Illegitimate product Unscrupulous players Counterfeit, diverted, stolen, intentionally adulterated, subject to a Distribute illegitimate product fraudulent transaction, or otherwise unfit for distribution that would Don't maintain quality of the product Don't maintain security or integrity of the supply chain result in serious adverse health consequences or death to humans (examples: are not authorized or do business with entities that are not authorized) Manufacturer Wholesaler Distributor (Primary) Pharmacy or Hospital Patient Repackager Wholesaler Distributor (Secondary) Weakness in the drug supply chain can be anywhere"
corpus-test-265,"FDA Recommendations: How to Resolve Errors & Discrepancies Immediately contact the selling trading partner that provided product tracing information and determine the reason for the error Work together to resolve the error and document through current business practices (e.g., nature of error, how error was resolved, names of persons involved, date of resolution) If the product is determined to be a suspect or illegitimate, follow steps for applicable verification requirements (e.g., quarantine, investigation, and proper disposition)"
corpus-test-266,"Challenge Question #2 FDA Which of the following statements is NOT true about DSCSA requirements? A. Verification includes quarantine and investigation of suspect product and quarantine and disposition of illegitimate product. B. When a trading partner identifies illegitimate product, it must notify FDA and other immediate trading partners within 24 hours of making the determination. c. For products under DSCSA, it is optional to encode packages with a product identifier that includes the NDC, serial number, lot number and expiration date. D. Product tracing changes in 2023 and the transaction information will need to include the data elements of the product identifier at the package level for each package."
corpus-test-267,"Product Identifier (Serialization) Manufacturers, /Repackagers (November 2018) Encode product identifiers on prescription drug packages Determine smallest individual saleable unit Verification requirements changes once products are serialized with product identifier Product Identifier NDC:XXXX-XXXX-XX National Drug Code (NDC) SERIAL: XXXXXXXX LOT: XXXXXXX Serial Number EXP: YYYY-MM-DD Lot Number E Expiration Date Human and machine readable formats Machine readable barcodes: - 2D data matrix for packages Linear or 2D data matrix for homogenous cases CLOY"
corpus-test-268,"Gathering of Relevant FDA Product Tracing Information Under sections 582(g)(1)(D) and (E) of the FD&C Act: ...promptly respond with the TI and TS...upon a Requestor: request by the Secretary (or other appropriate Regulator/Authorized Federal or State official) in the event of a recall or Key Trading Partner for the purposes of investigating a suspect product or an illegitimate product shall be required... Request for TI/TS and Response with TI/TS ...promptly facilitate gathering the information necessary to produce the TI for each transaction going back to the manufacturer... (i) in the event of a request by the Secretary (or other appropriate Federal or State official), on account of a recall or for the purposes of investigating a suspect product or an illegitimate product; or (ii) in the"
corpus-test-269,"FDA Enhanced Verification: Package-Level Requestor: Under section 582(g)(1)(C) of the FDA/Authorized FD&C Act: systems and processes Trading Partner for verification of product at the package level, including the or standardized numerical identifier shall be required in accordance with the standards established under the guidance Key issued pursuant to subsection (a)(2) and the guidances issued pursuant Request for verification of the to paragraphs (2), (3), and (4) of product identifier (including the Authorized Trading subsection (h)...which may include NDC and serial number) Partner the use of aggregation and Response to verification request inference as necessary."
corpus-test-270,FDA Enhanced Verification: Saleable Returns Returned Product Authorized Trading Partner: who is accepting TI and TS returned product Under Section 582(g)(1)(F) of the FD&C Act: Each person accepting a saleable return shall have systems and processes in place to allow acceptance of such product and may accept saleable returns only if such person can associate the saleable return product with the transaction information and transaction statement associated with that product.
corpus-test-271,"Challenge Question #3 FDA Is the following statement true or false? Enhanced drug distribution security requirements that go into effect in 2023 include the exchange of transaction information and transaction statements in a secure, interoperable, electronic manner. A. True B. False 2OV"
corpus-test-272,"FDA 2023 Enhanced Drug Distribution Security Effective 11/27/2023 Under section 582(g)(1) of the FD&C Act requirements for interoperable, electronic tracing of product at the package level go into effect : (A) the exchange of transaction information and transaction statements in a secure, interoperable, electronic manner; (B) transaction information that includes the data elements of the product identifier at the package level for each package included in the transaction; (C) systems and processes for verification of product at the package level; (D) systems and processes necessary to promptly respond with the relevant transaction information and transaction statement for a product upon request by FDA or appropriate Federal or State official in the event of a recall or for the purposes of "
corpus-test-273,"FDA Effective November 27, 2023 Enhanced Drug Distribution Security Electronic Interoperable System across the pharmaceutical distribution supply chain"
corpus-test-274,FD How DSCSA Protects Patients Prevent harmful drugs from entering the supply chain. Detect harmful drugs if they enter the supply chain. Respond rapidly when harmful drugs are found.
corpus-test-276,"FDA FDA Resources DSCSA main webpage https://www.fda.gov/Drugs/DrugSafety/DrugIntegrityandSupplyChainSecuri ty/DrugSupplyChainSecurityAct/default.htm DSCSA regulatory documents (i.e., regulations, guidances, federal register notices, pilot programs) https://www.fda.gov/Drugs/DrugSafety/DrugIntegrityandSupplyChainSecuri ty/DrugSupplyChainSecurityAct/ucm424963.htm"
corpus-test-277,FDA U.S. FOOD & DRUG ADMINISTRATION
corpus-test-279,"The Drug Supply Chain Security Act DSCSA Enacted November 27, 2013 Outlines steps to build an electronic, interoperable system to identify and trace certain prescription drugs as they are distributed in the U.S. Enhances ability to help protect consumers from exposure to drugs that may be counterfeit, stolen, contaminated, or otherwise harmful Improves detection and removal of potentially dangerous drugs from the drug supply chain 2CV"
corpus-test-280,"DSCSA Goals 1. Implement interoperable, electronic tracing gof products at the package level by 2023 that will: Enable prompt Use product Enable secure identifiers to response to Improve tracing of verify product suspect and efficiency of product at the illegitimate at the package recalls package level level products when found 2. Establish national standards for licensure for wholesale distributors and third-party logistics providers (3PLs)"
corpus-test-283,Carlos M. Correa Reto M. Hilty Editors Access Medicines to and Vaccines Implementing Flexibilities Under Intellectual Property Law OPEN ACCESS Springer
corpus-test-284,Access to Medicines and Vaccines
corpus-test-285,"2 C. M. Correa (in the area of patents) the extension of the patent term in order to compensate for delays in the grant of a patent or the marketing approval of a pharmaceutical product,3 data exclusivity,4 and what is known as 'patent linkage',5 among others. On the other hand, the TRIPS Agreement leaves some room for WTO members, whether developed or developing countries, to implement the Agreement's pro- visions in different manners, to legislate in areas not subject to the minimum standards under the Agreement, and to develop legal interpretations of such pro- visions to determine the scope and content of the applicable obligations. The possibility, and admissibility, of differences in the implementation of the provisions of the TRIPS Agreement are expressly recognized in Article 1.1 o"
corpus-test-286,"Compulsory Licenses and Government Use: Challenges and Opportunities 93 providing full reasons for the amendment. 114 The Bateman judgment cites with approval another decision (Kimberly-Clark), 115 despite the fact that the latter deci- sion in fact adopts the opposite approach. In addition, this court adopted the approach that 'it is in the public interest that patents should be rectified or validated by way of amendment' 116 without having regard to the impact of the continuing validity of the patent on the broader public interest. Any appreciation of the notion of ""access' as a public interest in relation to an essential product, facility or service is absent. It is therefore contended that the very architecture of the patent landscape, the rather limited grounds on which an application"
corpus-test-287,"94 Y. A. Vawda 6 Compulsory Licensing Options Under TRIPS As indicated, 121 the TRIPS Agreement does not limit the grounds upon which licences can be granted. The robust discourse over the last two decades around the use of TRIPS flexibilities and, in particular compulsory licensing, had provided policy-makers, legislators and advocacy groups with a panoply of options to con- sider i22 in relation to various aspects of this flexibility: broad grounds, easy-to-use procedures, and royalty guidelines and rates that are not so onerous that they frustrate generic competition and hence access to affordable medicines. 6.1 Expanded Grounds for Compulsory Licences The expanded grounds for the issuance of compulsory licences that may be consid- ered are: The patent is not worked or not fully worked "
corpus-test-288,"Compulsory Licenses and Government Use: Challenges and Opportunities 95 enabled to grant, on application, a presumptive licence subject to a reasonable and affordable royalty; Where the country lacks sufficient capacity to produce a medicine patented in that country, a compulsory licence may be issued for the importation of the product; and conversely for a compulsory licence to be issued in the manufacturing country where that medicine is under patent, for the purpose of supplying a country with insufficient manufacturing capacity, in terms of a streamlined, easy-to-use procedure. Alternatively, to adopt Article 31bis of the TRIPS Agree- ment and the Annex to it; The grant of a judicial licence in cases alleging infringement, as a satisfactory and less restrictive alternative to the grant"
corpus-test-289,"96 Y. A. Vawda 6.3 Adequate Remuneration As regards remuneration of the right holder, TRIPS Article 31(f) requires adequate remuneration based on the economic value of the licence in the country issuing it. The following formulation has been proposed: 124 • Remuneration Guidelines shall specify a normal royalty of 4% of wholesale cost, with an upward adjustment of no more than 2% based on disclosed, extraordinary research and development costs or therapeutic breakthrough in the case of pharmaceuticals. The rate could be adjusted downwards by the same margin based on the use of public funds in the research, or if the holder has already recovered significantly more than its research and development costs as adjusted for risk and opportunity costs. 6.4 Procedures for Compulsory Licensing Appl"
corpus-test-290,"Compulsory Licenses and Government Use: Challenges and Opportunities 97 licences for selected medicines, thereby generating sufficient economies of scale to make it viable for generic manufacturers to enter those markets. 127 An interesting variant of this approach is that permitted by Article 31bis of TRIPS: With a view to harnessing economies of scale for the purposes of enhancing purchasing power for, and facilitating the local production of, pharmaceutical products: where a developing or least developed country WTO Member is a party to a regional trade agreement United Nations list of least developed countries, the obligation of that Member under Article 31(f) shall not apply to the extent necessary to enable a pharmaceutical product produced or imported under a compulsory licence in t"
corpus-test-291,"98 Y. A. Vawda Level Panel on Access to Medicines, the aims of the proposed CL Facility are stated as being to: • undertake a series of analyses on all possible options for compulsory licences, the conditions and circumstances of their use, and their implications for access to medicines; develop and support the implementation of model legislation effectuating the optimal use of compulsory licences and government use orders; provide technical and advocacy assistance for their adoption and use both nationally and regionally (to enable aggregated markets to sustain production and access to medicines). 7 Conclusion Developing countries and LDCs, particularly, face many challenges with both the domestication and also the implementation of TRIPS flexibilities, including com- pulsory licences and"
